snp chr pos maf n_HDL beta_HDL se_HDL n_LDL beta_LDL se_LDL n_TC beta_TC se_TC n_TG beta_TG se_TG annot gene rs Z.tg Z.tc Z.ldl Z.hdl mvstat mvp unip
rs625384 1 39665680 0.294 96908 -0.02739 0.005005 92503 0.007935 0.005458 97148 0.006491 0.005345 93562 0.01943 0.004923 2 PABPC4_HDL rs625384 4.215 1.148 1.426 -4.983 32.9416275928594 5.91087040920708 6.20338438563301
rs626787 1 62673831 0.317 91969 0.01716 0.005335 87636 0.04842 0.005847 92255 0.07327 0.005736 88667 0.06459 0.00519 2 ANGPTL3_TG:TC:LDL rs626787 12.448 12.041 7.678 2.995 258.890934470984 54.1020231350797 34.843470582237
rs627702 1 228390742 0.159 99784 0.0423 0.006573 95339 -7.797e-05 0.007157 100064 0.004388 0.007027 96478 -0.03564 0.006582 2 GALNT2_HDL:TG rs627702 5.027 -0.348 0.382 -6.359 49.1946867635951 9.274295605761 9.692351221182
rs628751 6 139880112 0.48 99839 -0.02796 0.004677 95396 0.01324 0.005076 100124 0.008863 0.00499 96537 0.02369 0.004571 2 CITED2_HDL rs628751 -5.007 -1.902 -2.644 5.48 43.4312416795077 8.07464969080982 7.3712782357348
rs628825 12 110436233 0.204 99900 0.004117 0.005657 95454 0.03246 0.006128 100184 0.02802 0.006037 96598 -0.001293 0.005442 2 BRAP_TC:LDL rs628825 -0.246 4.557 5.017 0.646 27.6994325688795 4.84313720206445 6.27996837514458
rs629001 1 109640441 0.064 94841 -0.03664 0.01083 90533 0.1174 0.01164 95123 0.1066 0.01146 91537 0.0276 0.01046 2 SORT1_LDL:TC rs629001 2.788 9.156 10.007 -3.283 117.107700534739 23.654704220634 22.8477327727652
rs629301 1 109619829 0.219 99900 -0.03187 0.005587 95454 0.1723 0.00605 100184 0.1487 0.005946 96598 0.01153 0.005455 1 SORT1_LDL:TC rs629301 1.865 24.35 27.854 -5.413 865.321790102269 185.265088994197 170.016175261459
rs630014 9 135139543 0.459 99900 -0.008174 0.004662 95454 -0.03266 0.005056 100184 -0.02797 0.004971 96598 0.00838 0.004545 2 ABO_LDL:TC rs630014 1.84 -5.273 -6.137 -1.348 48.2618178039529 9.07971238356472 9.07523299612173
rs630144 1 62691452 0.326 99900 0.01481 0.004814 95454 0.04895 0.005232 100184 0.07266 0.005149 96598 0.06459 0.004725 2 ANGPTL3_TG:TC:LDL rs630144 13.364 13.049 8.389 2.978 296.957725743632 62.3089710391108 40.0081313285414
rs630379 6 32030233 0.282 38552 -0.007398 0.00862 34733 -0.03332 0.009277 38581 -0.05327 0.00889 35138 -0.03536 0.007399 2 HLA_TC:LDL rs630379 -4.914 -5.451 -3.126 -1.045 45.8687782599513 8.58125629737492 7.30027176838893
rs630431 1 55299911 0.289 99150 0.003487 0.005226 94704 0.02991 0.005678 99434 0.02973 0.005576 95848 0.00324 0.005102 2 PCSK9_LDL:TC rs630431 0.652 5.085 5.033 0.829 28.5283532971588 5.01117982399844 6.43459369946903
rs630512 12 110436550 0.204 99900 0.003922 0.005654 95454 0.03277 0.006125 100184 0.02827 0.006034 96598 -0.001088 0.005441 2 BRAP_TC:LDL rs630512 -0.202 4.601 5.061 0.62 28.0609662229623 4.91638845379962 6.3797981125778
rs631106 1 62674395 0.324 99900 0.01542 0.005031 95454 0.04969 0.005479 100184 0.07394 0.005393 96598 0.06436 0.004914 2 ANGPTL3_TG:TC:LDL rs631106 -13.095 -13.006 -8.414 -3.023 289.828218247189 60.7713006543965 38.45385933692
rs631220 1 55300067 0.17 99079 0.003041 0.006152 94634 0.05147 0.006717 99363 0.04666 0.00658 95777 0.004614 0.006016 2 PCSK9_LDL:TC rs631220 -0.647 -6.886 -7.494 -0.407 58.6637874094973 11.2567800543718 13.1751863268776
rs632057 6 139875705 0.38 99814 -0.02381 0.004709 95373 0.00997 0.005146 100093 0.007873 0.00503 96507 0.02215 0.004614 2 CITED2_HDL rs632057 4.452 1.511 1.977 -5.042 35.0774426822683 6.34889012155564 6.33659000017274
rs632111 19 53900790 0.465 98406 -0.002545 0.005012 93996 0.02553 0.005338 98653 0.02933 0.00523 95067 0.01955 0.004827 2 FLJ36070_TC rs632111 -3.611 -5.775 -4.993 0.547 37.4099964784318 6.82890111890723 8.113773964366
rs632202 17 34706820 0.263 98409 0.03628 0.005224 93999 0.008746 0.005648 98656 0.02132 0.005557 95070 -0.002233 0.005137 2 STARD3_HDL rs632202 0.121 -3.404 -1.002 -6.699 53.1158251484676 10.0937085638273 10.6780897975079
rs632220 11 49213658 0.138 99900 -0.03575 0.006548 95454 -0.001104 0.007108 100184 -0.01611 0.006975 96598 -0.0003294 0.00636 0 n.a. rs632220 0.401 2.398 0.259 5.625 38.8365366919026 7.12322788355529 7.73163741602227
rs633372 19 53901038 0.464 97659 -0.002289 0.005012 93249 0.02545 0.005338 97906 0.02945 0.005244 94320 0.01972 0.004829 2 FLJ36070_TC rs633372 3.734 5.797 5.016 -0.682 38.2830373804057 7.00896372872228 8.17062101205682
rs633695 15 56513131 0.283 98409 0.08736 0.005158 93999 -0.0006442 0.0056 98656 0.04263 0.005508 95070 0.03041 0.005101 2 LIPC_HDL:TC:TG rs633695 -5.658 -7.733 -0.111 -16.382 426.602614523908 90.3045559063218 59.5898188741869
rs633862 9 135145265 0.441 99900 -0.001428 0.004776 95454 -0.02852 0.005187 100184 -0.02954 0.005089 96598 0.001878 0.004659 2 ABO_LDL:TC rs633862 -0.23 5.58 5.167 0.334 39.287433782686 7.21636995547096 7.61885136054279
rs634341 1 62694010 0.325 99900 0.01435 0.004811 95454 0.04897 0.005226 100184 0.07246 0.005143 96598 0.0645 0.004718 2 ANGPTL3_TG:TC:LDL rs634341 13.365 13.034 8.404 2.898 295.714458786459 62.0408089035624 40.0139675991785
rs634869 6 139873450 0.416 99876 -0.02689 0.004652 95430 0.0117 0.005056 100159 0.007059 0.004969 96573 0.02167 0.004553 2 CITED2_HDL rs634869 4.581 1.439 2.325 -5.453 39.5802250414395 7.27687982415673 7.30515737083427
rs636083 1 39594268 0.293 99781 -0.02644 0.005024 95342 0.007745 0.005491 100065 0.006192 0.005375 96479 0.01905 0.004947 2 PABPC4_HDL rs636083 -4.083 -1.009 -1.38 5.049 32.5435383530143 5.82940273879673 6.35249112456769
rs636202 6 139885276 0.477 99900 -0.02757 0.004692 95454 0.0129 0.005098 100184 0.008684 0.005012 96598 0.02274 0.004584 2 CITED2_HDL rs636202 4.793 1.83 2.55 -5.405 41.2541059711002 7.62321794529905 7.18836874765056
rs636497 1 62692617 0.325 36612 0.02779 0.008795 32894 0.04909 0.009474 36641 0.0751 0.009049 33198 0.05952 0.007538 2 ANGPTL3_TG:TC:LDL rs636497 8.279 7.895 4.707 3.04 124.09762664172 25.1477803170226 15.9058296717689
rs636523 1 62692596 0.321 99900 0.01454 0.004945 95454 0.0485 0.005389 100184 0.07295 0.005302 96598 0.06453 0.004839 2 ANGPTL3_TG:TC:LDL rs636523 13.365 13.099 8.383 2.955 297.413915160887 62.4073691133056 40.0139675991785
rs637723 1 62679316 0.326 99900 0.01486 0.005005 95454 0.04947 0.005449 100184 0.07356 0.005364 96598 0.06455 0.004892 2 ANGPTL3_TG:TC:LDL rs637723 -13.214 -12.981 -8.391 -2.952 291.638501163202 61.1617128799113 39.1375822698553
rs638305 1 62679125 0.326 99900 0.01466 0.004998 95454 0.04976 0.005444 100184 0.07384 0.005358 96598 0.06477 0.004884 2 ANGPTL3_TG:TC:LDL rs638305 -13.26 -13.044 -8.459 -2.906 293.222490993158 61.5033354594377 39.4035175151015
rs638491 9 15280012 0.169 99875 0.03769 0.006227 95429 0.01679 0.006776 100159 0.03372 0.006635 96573 0.01538 0.006062 2 TTC39B_HDL:TC rs638491 -2.424 -4.919 -2.124 -6.172 67.4854473116603 13.1134148261516 9.17113717526565
rs638542 1 109646775 0.285 96781 0.005926 0.005269 92372 -0.04141 0.005746 97063 -0.03433 0.005649 93477 2.617e-05 0.005177 2 SORT1_LDL:TC rs638542 -0.154 5.925 7.025 -1.13 55.5159630628582 10.5963798074034 11.669451802529
rs638791 12 110473619 0.204 99900 0.004056 0.005657 95454 0.03208 0.00612 100184 0.02791 0.00603 96598 -0.0009005 0.005444 2 BRAP_TC:LDL rs638791 0.156 -4.54 -4.94 -0.653 26.8198299614423 4.66519066045837 6.10722347335228
rs6413458 2 21085097 0.018 91214 0.01582 0.01754 88754 -0.107 0.01911 93436 -0.09968 0.01881 89850 -0.03004 0.01854 2 APOB_LDL:TC rs6413458 -1.335 -5.192 -5.501 1.043 33.510265203342 6.02733771234696 7.42291831926403
rs6413504 19 11102915 0.477 98409 -0.01579 0.004887 93999 0.05945 0.005283 98656 0.04734 0.005189 95070 0.008729 0.004736 2 LDLR_LDL:TC rs6413504 -1.785 -9.183 -11.058 3.215 132.781143266249 27.004459770426 27.697844856476
rs6415084 6 160900320 0.464 99681 -0.003942 0.004723 95241 -0.02586 0.005137 99957 -0.02557 0.005063 96371 -0.002344 0.004666 2 LPA_LDL:TC rs6415084 0.622 4.974 4.993 0.631 27.6344914066031 4.82998608152384 6.22585867840235
rs6415085 6 160943450 0.373 99900 -0.01042 0.004697 95454 0.0268 0.005101 100184 0.02285 0.004996 96598 0.006419 0.004588 2 LPA_LDL:TC rs6415085 1.192 4.536 5.343 -2.323 34.9270737810258 6.31800280759152 7.03895515623462
rs641540 1 62681126 0.325 99900 0.01479 0.004992 95454 0.04948 0.005439 100184 0.0738 0.005353 96598 0.06494 0.004878 2 ANGPTL3_TG:TC:LDL rs641540 13.304 13.062 8.429 2.934 294.991248901714 61.8848221468939 39.6587455297804
rs641579 9 15274100 0.262 96800 0.03354 0.00522 92398 0.0123 0.005659 97040 0.0253 0.005562 93454 0.001946 0.005092 2 TTC39B_HDL:TC rs641579 -0.255 -4.026 -1.507 -6.194 50.3988933623542 9.52568852130964 9.23168587954618
rs641620 11 116579439 0.162 99900 -0.01388 0.006612 95454 -0.03502 0.007174 100184 -0.06316 0.00705 96598 -0.07591 0.006359 2 APOA1_TG:TC:HDL:LDL rs641620 -11.476 -8.867 -4.917 -2.615 195.960532875963 40.5567404309025 29.7590701611574
rs6420181 8 145153236 0.416 92770 -0.005148 0.004764 88376 0.03417 0.005194 93052 0.02609 0.005111 89466 -0.000944 0.004665 2 PLEC1_LDL:TC rs6420181 0.027 -4.872 -6.218 0.662 40.4711288568786 7.46113016070455 9.29797330322275
rs6422512 1 92797432 0.211 96908 0.0001907 0.005596 92503 0.03058 0.006054 97148 0.03363 0.005956 93562 0.008667 0.005507 2 EVI5_TC rs6422512 1.524 5.398 4.95 -0.055 30.6874653585567 5.45034718411714 7.17141828613171
rs642845 1 62680823 0.326 99900 0.01505 0.004987 95454 0.04972 0.005433 100184 0.07392 0.005354 96598 0.065 0.00488 2 ANGPTL3_TG:TC:LDL rs642845 13.318 13.082 8.462 2.975 296.233112058612 62.1526770973073 39.7401298017637
rs642898 12 110625616 0.276 96908 -0.0004508 0.005094 92503 0.03025 0.005541 97148 0.0263 0.005452 93562 -0.003489 0.004948 2 BRAP_TC:LDL rs642898 0.601 -4.848 -5.302 -0.402 32.8402028954615 5.89010877120401 6.94103963049613
rs643257 1 55300506 0.167 99150 0.004102 0.006165 94704 0.05164 0.006699 99434 0.04681 0.00658 95848 0.004107 0.006018 2 PCSK9_LDL:TC rs643257 0.626 6.949 7.538 0.587 59.541652760284 11.4411664587953 13.3212687495085
rs643381 6 139881116 0.477 99900 -0.02836 0.004725 95454 0.01239 0.00514 100184 0.007561 0.005049 96598 0.02223 0.004617 2 CITED2_HDL rs643381 -4.572 -1.616 -2.455 5.457 40.0458275746139 7.37314806013607 7.3149336399534
rs643434 9 135132176 0.366 99900 -0.008067 0.004722 95454 -0.04053 0.005104 100184 -0.03823 0.005019 96598 0.008447 0.004656 2 ABO_LDL:TC rs643434 -1.671 7.153 7.453 1.541 73.3904609058761 14.3602496951272 13.0398086138512
rs643531 9 15286034 0.142 99889 0.04851 0.006585 95443 0.002057 0.007159 100173 0.02901 0.007023 96587 0.02389 0.006458 2 TTC39B_HDL:TC rs643531 3.598 4.089 0.208 7.406 101.511875895674 20.3290635910678 12.8855029978997
rs644045 6 31991936 0.323 99875 0.0006619 0.004822 95429 -0.03223 0.00526 100159 -0.04078 0.005177 96573 -0.03235 0.00473 2 HLA_TC:LDL rs644045 -6.512 -7.127 -5.351 0.009 71.315719803539 13.9218446847098 11.9889369143756
rs644234 9 135132038 0.366 99900 -0.00807 0.004702 95454 -0.03947 0.005086 100184 -0.03748 0.004997 96598 0.008375 0.004641 2 ABO_LDL:TC rs644234 1.674 -7.02 -7.283 -1.561 70.738741630211 13.7999867855027 12.4861471055502
rs644774 6 31946469 0.426 99900 0.002014 0.004639 95454 -0.01745 0.005024 100184 -0.0275 0.004946 96598 -0.02614 0.004543 2 HLA_TC:LDL rs644774 5.724 5.172 3.231 -0.12 46.9236431981893 8.80085086136257 7.98277983180059
rs644827 6 31946420 0.426 99900 0.001909 0.00464 95454 -0.01748 0.005023 100184 -0.02752 0.004945 96598 -0.02599 0.004544 2 HLA_TC:LDL rs644827 -5.679 -5.177 -3.247 0.083 46.5430097098747 8.72158944027229 7.86811045232482
rs6450175 5 53333581 0.255 99900 0.0305 0.005213 95454 -0.009764 0.00564 100184 -0.009082 0.005552 96598 -0.02009 0.005126 2 ARL15_HDL rs6450175 3.826 1.722 1.709 -5.198 37.9800300529161 6.94644561667395 6.69584538595793
rs6450176 5 53333782 0.255 99900 0.03175 0.005315 95454 -0.0095 0.005764 100184 -0.01009 0.005664 96598 -0.02224 0.005221 1 ARL15_HDL rs6450176 4.295 1.913 1.69 -5.452 44.2684593673271 8.24851876971924 7.30271435860526
rs645040 3 137409312 0.22 99899 -0.02699 0.0055 95453 0.007128 0.005968 100183 0.005744 0.005878 96597 0.03245 0.005377 1 MSL2L1_TG rs645040 5.572 0.931 1.218 -4.653 39.0659327710501 7.17060782026476 7.59889008319744
rs6453099 5 74295306 0.4 99847 -0.004001 0.004641 95402 -0.02973 0.005017 100130 -0.03215 0.004938 96544 -0.003048 0.00454 2 HMGCR_TC:LDL rs6453099 1.052 6.645 6.006 1.095 45.9798337519743 8.60436529549661 10.5182463455391
rs6453116 5 74457542 0.114 99900 -0.003252 0.007169 95454 -0.05073 0.007704 100184 -0.05025 0.007563 96598 -0.006364 0.006986 2 HMGCR_TC:LDL rs6453116 -0.659 -6.366 -6.145 -0.887 44.3543997129923 8.26637455604742 9.71215029580955
rs6453133 5 74728532 0.296 99900 -0.01266 0.004968 95454 -0.0495 0.005364 100184 -0.04958 0.005274 96598 0.004216 0.004903 2 HMGCR_TC:LDL rs6453133 0.586 -9.013 -8.735 -2.342 97.2930295408701 19.431024162583 18.6978958527998
rs6453134 5 74753523 0.247 99900 -0.009965 0.005301 95454 -0.04729 0.005731 100184 -0.04711 0.005638 96598 0.001877 0.005227 2 HMGCR_TC:LDL rs6453134 -0.389 7.97 7.707 1.799 75.3255851016201 14.7694497586721 14.7994932211729
rs6453143 5 75058966 0.375 99900 -0.01482 0.004846 95454 -0.04161 0.005267 100184 -0.04252 0.005178 96598 0.007217 0.004786 2 HMGCR_TC:LDL rs6453143 -0.951 7.864 7.477 2.968 76.888206811417 15.1000798821505 14.4293898821028
rs6455688 6 160916317 0.343 99900 -0.01412 0.004758 95454 0.02963 0.005139 100184 0.02517 0.005061 96598 0.01072 0.004647 2 LPA_LDL:TC rs6455688 2.187 4.889 5.697 -2.976 41.3700728829902 7.64723702819591 7.91387543676069
rs6455689 6 160926978 0.342 99896 -0.01398 0.004752 95450 0.03055 0.005142 100180 0.0259 0.005066 96594 0.01094 0.004652 2 LPA_LDL:TC rs6455689 2.275 4.997 5.884 -3.026 43.3493783240811 8.05765655783338 8.39743235817633
rs6455696 6 160952319 0.377 99900 -0.0103 0.004729 95454 0.02529 0.005114 100184 0.02106 0.005034 96598 0.0058 0.00462 2 LPA_LDL:TC rs6455696 -1.026 -4.216 -5.065 2.3 31.777374749781 5.67277335501942 6.38891389359867
rs6455698 6 161028793 0.282 96781 -0.01813 0.00557 92372 -0.03128 0.006146 97063 -0.03249 0.006018 93477 0.01207 0.005521 2 LPA_LDL:TC rs6455698 -1.97 5.107 4.837 2.969 41.4824554038943 7.67051667430541 6.48503575199163
rs6457300 6 31106721 0.351 99820 -0.003563 0.004792 95378 -0.006937 0.005187 100104 -0.01884 0.005105 96518 -0.02538 0.004669 2 HLA_TG rs6457300 -5.473 -3.232 -1.109 -0.186 37.8342661872851 6.91637969050588 7.35410624394967
rs6457374 6 31380240 0.243 99900 -0.01152 0.005228 95454 -0.02822 0.005696 100184 -0.04668 0.005612 96598 -0.04224 0.005107 2 HLA_TG rs6457374 7.958 7.471 4.254 2.1 105.861146104163 21.2556207654844 14.7573533532771
rs6457375 6 31380591 0.463 95716 -0.01102 0.004842 91293 -0.01276 0.005265 96000 -0.02624 0.005168 92418 -0.02587 0.004734 2 HLA_TG rs6457375 5.64 5.073 2.555 1.907 55.1687298951397 10.5236089355008 7.76942294409777
rs6457508 6 32324941 0.408 96908 0.003502 0.004626 92503 0.002115 0.005026 97148 -0.00566 0.004939 93562 -0.02422 0.004539 2 HLA_TC:LDL rs6457508 4.98 1.054 -0.371 -0.756 27.8381040125583 4.87122625179105 6.19665028829746
rs6457509 6 32324996 0.409 96908 0.003383 0.004625 92503 0.002017 0.005026 97148 -0.005578 0.004947 93562 -0.02391 0.004545 2 HLA_TC:LDL rs6457509 4.906 1.05 -0.349 -0.733 26.9959422988038 4.70078715589256 6.03173881155282
rs6457614 6 32759878 0.145 36612 -0.02092 0.01193 32894 -0.05472 0.01283 36641 -0.06486 0.01229 33198 -0.02282 0.0106 2 HLA_TC:LDL rs6457614 -2.68 -5.008 -4.014 -1.702 29.4348084644091 5.19530662315762 6.25964888058106
rs6457617 6 32771829 0.479 99811 0.01458 0.004541 95367 0.02143 0.004948 100091 0.03075 0.004862 96505 0.01373 0.004458 2 HLA_TC:LDL rs6457617 3.047 5.947 4.053 3.121 45.8464469869309 8.57660977312732 8.56367605576845
rs6457620 6 32771977 0.475 98256 0.01384 0.004585 93811 0.02376 0.005002 98540 0.03227 0.004915 94954 0.01297 0.004504 2 HLA_TC:LDL rs6457620 2.847 6.163 4.428 2.963 45.8610297933395 8.57964404369 9.14642645323227
rs6457792 6 34872421 0.278 99881 0.02604 0.005085 95435 0.01267 0.005504 100165 0.02234 0.005418 96579 0.001497 0.005025 2 C6orf106_HDL rs6457792 0.258 3.943 2.236 5.343 39.8271537260887 7.32792822973031 7.03895515623462
rs6457796 6 34936531 0.278 99888 0.02651 0.005102 95442 0.01226 0.005528 100172 0.02186 0.005438 96586 0.001592 0.005047 2 C6orf106_HDL rs6457796 0.265 3.842 2.184 5.372 39.8315638504759 7.32884008783401 7.10864037216536
rs6459451 6 16295314 0.268 99882 -0.003902 0.005143 95438 0.03463 0.005581 100166 0.02577 0.005497 96580 0.005536 0.005062 2 MYLIP_LDL:TC rs6459451 0.78 3.915 5.191 -0.735 27.6314966093886 4.82937966064458 6.67950553264483
rs6459452 6 16295501 0.266 99900 -0.003853 0.005141 95454 0.03441 0.005578 100184 0.02575 0.005494 96598 0.00591 0.005065 2 MYLIP_LDL:TC rs6459452 0.871 3.935 5.171 -0.725 27.3478570891479 4.77196531292254 6.63293388993433
rs6461583 7 21583392 0.398 99900 0.001431 0.004757 95454 0.02939 0.005158 100184 0.03046 0.005074 96598 0.008609 0.004649 2 DNAH11_TC:LDL rs6461583 1.837 5.532 5.35 0.29 32.3732640760091 5.79457419578388 7.49948922032277
rs6463240 7 44629398 0.48 99885 0.000418 0.004559 95439 -0.02601 0.004946 100169 -0.02602 0.00487 96583 -0.01623 0.004466 2 NPC1L1_TC:LDL rs6463240 -3.132 -4.8 -4.905 0.778 29.5829165299091 5.22542646691253 6.0295260191308
rs6467314 7 130092681 0.317 99900 0.02827 0.005152 95454 -0.008769 0.005612 100184 -0.005678 0.005479 96598 -0.02233 0.005068 2 KLF14_HDL rs6467314 -3.932 -0.633 -1.277 5.958 40.5693130057542 7.48144774068597 8.59287516317623
rs646776 1 109620053 0.219 99900 -0.03163 0.005544 95454 0.1697 0.005994 100184 0.1467 0.005902 96598 0.01055 0.005418 2 SORT1_LDL:TC rs646776 1.716 24.247 27.716 -5.406 860.938192055436 184.315403339894 168.348795434359
rs6469597 8 116639805 0.403 99900 -0.02947 0.00474 95454 0.01351 0.005149 100184 -0.001896 0.005065 96598 0.004132 0.004646 2 TRPS1_HDL rs6469597 -0.487 0.436 -2.503 6.188 49.0042434170176 9.23455993884759 9.21515222470498
rs6469603 8 116665363 0.417 99900 -0.02987 0.00463 95454 0.01398 0.005036 100184 -0.002056 0.004957 96598 0.004056 0.00453 2 TRPS1_HDL rs6469603 -0.449 0.424 -2.636 6.415 53.0948898879904 10.0893275240456 9.85132683469947
rs6470355 8 126529717 0.196 99884 0.01707 0.005722 95438 -0.04385 0.00624 100168 -0.04663 0.006133 96582 -0.04362 0.005689 2 TRIB1_TG:TC:LDL:HDL rs6470355 -7.258 -7.072 -6.594 3.411 84.9886036408417 16.8166084290899 12.4057671030055
rs6470360 8 126569060 0.317 36287 0.03655 0.007452 35701 -0.04633 0.008665 36497 -0.04836 0.008532 36354 -0.06127 0.008088 2 TRIB1_TG:TC:LDL:HDL rs6470360 -6.941 -5.293 -5.015 4.329 68.5333257429253 13.3344582320721 11.4096776535095
rs6471717 8 59539911 0.357 99900 0.005017 0.004742 95454 0.03166 0.005118 100184 0.03825 0.005029 96598 0.01613 0.004652 2 CYP7A1_TC:LDL rs6471717 -3.619 -7.018 -5.652 -1.028 51.5894365702207 9.77445461816344 11.6476890547986
rs6471729 8 59611350 0.335 99150 0.001369 0.004814 94704 0.02575 0.00518 99434 0.03019 0.005096 95848 0.01639 0.004721 2 CYP7A1_TC:LDL rs6471729 3.295 5.584 4.678 0.346 33.8217660999953 6.09118619457651 7.62884213882365
rs6479896 10 64796838 0.487 96908 -0.02211 0.004552 92503 -0.01706 0.004935 97148 -0.01528 0.004858 93562 0.02963 0.004463 2 JMJD1C_TG rs6479896 6.633 -3.029 -3.238 -4.955 75.1340204179924 14.7289292625675 10.4828941248814
rs6479905 10 64985237 0.478 99900 -0.01904 0.004569 95454 -0.01007 0.00497 100184 -0.009661 0.004884 96598 0.03062 0.004485 2 JMJD1C_TG rs6479905 -6.828 1.819 1.949 4.333 65.2353461390267 12.6391077772382 11.064963626785
rs6485690 11 46755207 0.328 99900 -0.01862 0.004806 95454 0.01489 0.005214 100184 0.01229 0.005128 96598 0.02377 0.004701 2 LRP4_HDL rs6485690 -4.901 -2.281 -2.667 4.035 32.9525606939755 5.91310863412871 6.02067904577143
rs6485716 11 46938222 0.143 99900 -0.05192 0.006561 95454 -0.0003281 0.007094 100184 -0.01246 0.006972 96598 0.01655 0.00638 2 LRP4_HDL rs6485716 -2.717 1.597 -0.037 7.876 62.8128085474005 12.1289972269174 14.4710470193036
rs6485739 11 47101648 0.317 99900 -0.02284 0.004844 95454 0.01387 0.005242 100184 0.007889 0.005158 96598 0.01716 0.004727 2 LRP4_HDL rs6485739 3.689 1.498 2.426 -4.918 31.3636058331336 5.58827748694516 6.05832505415189
rs6485751 11 47293018 0.206 99900 -0.0417 0.005652 95454 -0.0007286 0.006126 100184 -0.013 0.006035 96598 0.008133 0.005509 2 LRP4_HDL rs6485751 -1.929 1.834 -0.029 7.652 59.8604555311321 11.5081496425983 13.7036041591367
rs6485753 11 47366776 0.327 99900 0.02281 0.004794 95454 0.001643 0.005183 100184 0.01219 0.005103 96598 -0.004556 0.004698 2 LRP4_HDL rs6485753 -1.68 2.169 0.264 5.173 30.0936857019973 5.32937122072587 6.63758347802173
rs6485783 11 47785921 0.147 96908 -0.05022 0.006498 92503 -0.006608 0.007018 97148 -0.0227 0.00689 93562 0.005669 0.006299 0 n.a. rs6485783 0.905 -3.149 -0.84 -7.637 63.8329736391212 12.3437406307596 13.6529794680619
rs6485788 11 47830459 0.195 96893 -0.03855 0.005692 92488 -0.006133 0.006145 97133 -0.0202 0.006045 93547 -0.0009626 0.00552 0 n.a. rs6485788 -0.149 -3.033 -0.808 -6.487 50.3233422239248 9.50990943770677 10.0576826472193
rs6485802 11 48008018 0.296 99900 -0.02483 0.00508 95454 -0.001556 0.005504 100184 -0.01104 0.005408 96598 0.0007582 0.004977 0 n.a. rs6485802 0.177 -2.082 -0.433 -5.178 30.5414481637619 5.42058432303151 6.64921481364614
rs6485831 11 48411607 0.13 99900 -0.04096 0.006763 95454 -0.001364 0.007342 100184 -0.01709 0.007203 96598 0.005497 0.006505 0 n.a. rs6485831 0.483 -2.601 -0.52 -6.126 41.9089580471778 7.75889147528069 9.04519903100852
